nombre,tienda,categoria_principal,precio,moneda,simbolo,estrellas,reviews,descripcion,especificaciones,categoria,categoria_path,url,imagen,sku,id
TUF Gaming 1000W Gold White Edition,ASUS,fuentes poder,,,,4.5,100,"La TUF Gaming 1000W Gold White Edition es una fuente de alimentación eficiente, resistente y fiable, diseñada para el largo plazo.",{},1000W,"['Motherboards-Components', 'Power-Supply-Units', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/power-supply-units/tuf-gaming/tuf-gaming-1000g-white/,https://dlcdnwebimgs.asus.com/gain/161e737a-852f-42e6-be4b-a3ff2fac8d2f/w185,23974,23974
ASUS Prime 850W Gold,ASUS,fuentes poder,,,,4.5,100,La fuente de poder ASUS Prime 850W Gold brinda una entrega de energía eficiente y duradera para PC y equipos de juego completos,{},850W,"['Motherboards-Components', 'Power-Supply-Units', 'PRIME']",https://www.asus.com/ar/motherboards-components/power-supply-units/prime/ap-850g/,https://dlcdnwebimgs.asus.com/gain/60d0235d-e3ac-48aa-9baa-ce76a322f979/w185,23681,23681
ASUS Prime 750W Gold,ASUS,fuentes poder,,,,4.5,100,La fuente de poder ASUS Prime 750W Gold brinda una entrega de energía eficiente y duradera para PC y equipos de juego completos,{},750W,"['Motherboards-Components', 'Power-Supply-Units', 'PRIME']",https://www.asus.com/ar/motherboards-components/power-supply-units/prime/ap-750g/,https://dlcdnwebimgs.asus.com/gain/a2cc5ec3-13f4-41e3-bf8d-360f4b502715/w185,23680,23680
TUF Gaming 1200W Gold,ASUS,fuentes poder,,,,4.5,100,"La TUF Gaming 1200W Gold es una fuente de alimentación eficiente, resistente y fiable, diseñada para el largo plazo.",{},1200W,"['Motherboards-Components', 'Power-Supply-Units', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/power-supply-units/tuf-gaming/tuf-gaming-1200g/,https://dlcdnwebimgs.asus.com/gain/3a9629c4-8859-43bf-9271-8e7aa4a51d6e/w185,20973,20973
TUF Gaming 850W Gold,ASUS,fuentes poder,,,,4.5,100,"La TUF Gaming 850W Gold es una fuente de poder eficiente, resistente y confiable que está diseñada para el largo plazo.",{},850W,"['Motherboards-Components', 'Power-Supply-Units', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/power-supply-units/tuf-gaming/tuf-gaming-850g/,https://dlcdnwebimgs.asus.com/gain/233610a2-269c-4657-840f-8c0dd7cc919c/w185,20971,20971
TUF Gaming 750W Gold,ASUS,fuentes poder,,,,4.5,100,"La TUF Gaming 750W Gold es una fuente de poder eficiente, resistente y confiable que está diseñada para el largo plazo.",{},750W,"['Motherboards-Components', 'Power-Supply-Units', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/power-supply-units/tuf-gaming/tuf-gaming-750g/,https://dlcdnwebimgs.asus.com/gain/d38ef86f-6abf-45ed-a19b-fb76f98f2e0a/w185,20970,20970
TUF Gaming 1000W Gold,ASUS,fuentes poder,,,,4.5,100,"La TUF Gaming 1000W Gold es una fuente de poder eficiente, resistente y confiable que está diseñada para el largo plazo.",{},1000W,"['Motherboards-Components', 'Power-Supply-Units', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/power-supply-units/tuf-gaming/tuf-gaming-1000g/,https://dlcdnwebimgs.asus.com/gain/8fbfebd6-e0e7-4f6b-8bef-51f6c66dfe44/w185,20972,20972
TUF Gaming 750W Bronze,ASUS,fuentes poder,,,,4.5,100,La fuente de poder ASUS TUF Gaming 750W Bronze es líder en durabilidad.,{},750W,"['Motherboards-Components', 'Power-Supply-Units', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/power-supply-units/tuf-gaming/tuf-gaming-750b/,https://dlcdnwebimgs.asus.com/gain/936c80d7-fc6a-4050-af0e-d0d485f791af/w185,15036,15036
TUF Gaming 550W Bronze,ASUS,fuentes poder,,,,4.5,100,La fuente de poder ASUS TUF Gaming 550W Bronze es líder en durabilidad.,{},Intel,"['Motherboards-Components', 'Power-Supply-Units', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/power-supply-units/tuf-gaming/tuf-gaming-550b/,https://dlcdnwebimgs.asus.com/gain/d2b0b966-a96e-44bc-83dd-2393c69bc20b/w185,14988,14988
TUF Gaming 650W Bronze,ASUS,fuentes poder,,,,4.5,100,La fuente de poder ASUS TUF Gaming 650W Bronze es líder en durabilidad.,{},Intel,"['Motherboards-Components', 'Power-Supply-Units', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/power-supply-units/tuf-gaming/tuf-gaming-650b/,https://dlcdnwebimgs.asus.com/gain/032f68d1-5594-4de0-80cc-f9ec078d0e7a/w185,14989,14989
ROG Strix Helios,ASUS,gabinetes,,,,0.0,0,"Gabinete gamer ROG Strix Helios RGB mid-tower ATX/EATX con cristal templado, marco de aluminio, soportes para GPU, soporte para radiador de 450mm y Aura Sync",{},ROG Strix Helios,['Cases'],https://rog.asus.com/ar/cases/rog-strix-helios-model/,https://dlcdnwebimgs.asus.com/gain/117ACAB9-87EE-4E2B-8D1C-CE9E578768BB/w185,90DC0020-B30000,R_90DC0020-B30000
ROG Strix Helios White Edition,ASUS,gabinetes,,,,0.0,0,"Gabinete gaming ROG Strix Helios White Edition RGB mid-tower ATX/EATX con vidrio templado, marco de aluminio, soportes para GPU, soporte para radiador de 450mm y Aura Sync",{},ROG Strix Helios White Edition,['Cases'],https://rog.asus.com/ar/cases/rog-strix-helios-white-edition-model/,https://dlcdnwebimgs.asus.com/gain/0553C8C3-DAE7-4A0E-A23B-F974ADAF1187/w185,90DC0023-B30000,R_90DC0023-B30000
ROG Hyperion GR701,ASUS,gabinetes,,,,0.0,0,"Gabinete de PC ROG Hyperion GR701 E-ATX, soporte para radiador doble de 460 mm, cuatro ventiladores de 140 mm, soporte metálico para GPU, almacenamiento de componentes, hub de ventilador ARGB, carga rápida de 60W.",{},ROG Hyperion GR701,['Cases'],https://rog.asus.com/ar/cases/rog-hyperion-gr701-model/,https://dlcdnwebimgs.asus.com/gain/5167731A-F3EA-4238-9C7D-F950D0EF838C/w185,90DC00F0-B38000,R_90DC00F0-B38000
ROG Hyperion EVA-02 Edition,ASUS,gabinetes,,,,0.0,0,"Case para PC ROG Hyperion EVA-02, soporte para radiador dual de 460 mm, cuatro ventiladores de 140 mm, soporte para GPU de metal, almacenamiento para componentes, concentrador de ventiladores ARGB, carga rápida de 60W.",{},ROG Hyperion GR701 EVA-02 Edition,['Cases'],https://rog.asus.com/ar/cases/rog-hyperion-gr701-eva-02-edition/,https://dlcdnwebimgs.asus.com/gain/90DC80EB-628D-4732-8054-B5A70B38FB2F/w185,90DC00F4-B30000,R_90DC00F4-B30000
ROG Hyperion GR701 BTF Edition,ASUS,gabinetes,,,,0.0,0,"Case de ordenador E-ATX ROG Hyperion GR701 BTF Edition, diseño compatible con conectores ocultos de placa base, soporte para radiador dual de 460 mm, cuatro ventiladores de 140 mm, soporte metálico para GPU, almacenamiento de componentes, concentrador de ventiladores ARGB, carga rápida de 60 W.",{},ROG Hyperion GR701 BTF Edition,['Cases'],https://rog.asus.com/ar/cases/rog-hyperion-gr701-btf-edition/,https://dlcdnwebimgs.asus.com/gain/76D4B1B0-179E-4711-BB42-F9381B97A622/w185,90DC00F0-B38010,R_90DC00F0-B38010
ProArt PA602 Wood Edition - Tempered Glass Panel,ASUS,gabinetes,,,,4.5,100,"Admite GPU de hasta 440 mm de longitud 
   Materiales de madera de elaboración natural con certificación FSC 
   Superioridad en el aire con un flujo de aire masivo 
   El panel lateral de vidrio templado revela una esencia personalizada 
   Amplio espacio para una mejor compatibilidad 
   Amplias E/S para un cambio y transporte rápidos 
   Indicador de polvo IR en el panel frontal con recordatorios oportunos 
   Funciones fáciles de usar para ahorrar tiempo de montaje",{},ProArt,"['Motherboards-Components', 'Cases', 'ProArt']",https://www.asus.com/ar/motherboards-components/cases/proart/proart-pa602-wood-edition-tempered-glass-panel/,https://dlcdnwebimgs.asus.com/gain/c8edae21-257c-46d3-92aa-412dd8e43e07/w185,27554,27554
TUF Gaming GT502 Horizon,ASUS,gabinetes,,,,4.5,100,"Admite GPU de hasta 400 mm de longitud 
   Chasis de doble cámara con zonas de refrigeración independientes para GPU y CPU 
   Diseño panorámico sin límites que ofrece una vista totalmente despejada 
   Panel frontal USB Tipo-C ®  de alta velocidad para transferencias de datos de alta velocidad 
   Paneles laterales sin necesidad de herramientas 
   Diseño totalmente modular",{},TUF-Gaming,"['Motherboards-Components', 'Cases', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/cases/tuf-gaming/tuf-gaming-gt502-horizon/,https://dlcdnwebimgs.asus.com/gain/c9bff475-9461-4a6b-b95a-4621b0c5db97/w185,23871,23871
TUF Gaming ARGB Lighting Kit for GT502 Horizon Series,ASUS,gabinetes,,,,4.5,100,"Iluminación vibrante del sistema 
 Diseño magnético 
 Hasta 20.000 horas de durabilidad 
 Aura Sync 
 Blanco y negro",{},TUF-Gaming,"['Motherboards-Components', 'Cases', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/cases/tuf-gaming/tuf-gaming-argb-lighting-kit-for-gt502-horizon-series/,https://dlcdnwebimgs.asus.com/gain/c519939c-24e7-4e21-879b-6b7119036cfa/w185,28605,28605
TUF Gaming GT302 ARGB,ASUS,gabinetes,,,,4.5,100,"Admite GPU de hasta 407 mm de longitud 
   Refrigeración extrema con cuatro ventiladores ARGB de 140x28 
   Panel lateral intercambiable 
   Panel superior extraíble 
   Compatible con el diseño de conectores ocultos de las placas base 
   Compatible con 360 AIO en la parte superior y tarjetas gráficas de la serie 40",{},TUF-Gaming,"['Motherboards-Components', 'Cases', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/cases/tuf-gaming/tuf-gaming-gt302-argb/,https://dlcdnwebimgs.asus.com/gain/a1cd7e69-1da4-484e-9ccf-b1579d5196f6/w185,25175,25175
ProArt PA602,ASUS,gabinetes,,,,4.5,100,"Soporta GPU de hasta 440 mm de longitud 
   Superioridad en refrigeración con soporte de flujo de aire masivo 
   Espacio amplio para una mejor compatibilidad 
   Extenso panel I/O para cambios rápidos y transporte más ágil 
   Indicador de polvo por infrarrojos en el panel frontal con recordatorios oportunos 
   Funciones amigables para el montaje DIY que ahorran tiempo en la instalación 
   Movilidad sin esfuerzo gracias a las ruedas móviles integradas",{},ProArt,"['Motherboards-Components', 'Cases', 'ProArt']",https://www.asus.com/ar/motherboards-components/cases/proart/proart-pa602/,https://dlcdnwebimgs.asus.com/gain/83ee3549-4a2a-4623-a382-c6b430876273/w185,23962,23962
ASUS Prime AP201 Tempered Glass MicroATX Case,ASUS,gabinetes,,,,4.5,100,"Admite GPU de hasta 338 mm de longitud 
   Eficiencia espacial líder en la industria 
   Paneles laterales libres de herramientas 
   Gestión de cables de 32 mm de ancho 
   Compatibilidad con USB Tipo-C ®  en el panel frontal 
   Cables de color a juego",{},PRIME,"['Motherboards-Components', 'Cases', 'PRIME']",https://www.asus.com/ar/motherboards-components/cases/prime/asus-prime-ap201-tempered-glass-microatx-case/,https://dlcdnwebimgs.asus.com/gain/0adc2446-e234-45be-a0e7-746af9e7d63b/w185,22469,22469
TUF Gaming GT502,ASUS,gabinetes,,,,4.5,100,"Admite GPU de hasta 400 mm de longitud 
   Chasis de doble cámara 
   Vista panorámica 
   Panel frontal: USB Tipo-C de alta velocidad 
   Paneles laterales libres de herramientas 
   Aura Sync",{},TUF-Gaming,"['Motherboards-Components', 'Cases', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/cases/tuf-gaming/tuf-gaming-gt502/,https://dlcdnwebimgs.asus.com/gain/f45296ee-a638-43c2-bac0-f3ecd0b34779/w185,21027,21027
ASUS Prime AP201 MicroATX Case,ASUS,gabinetes,,,,4.5,100,"Admite GPU de hasta 338 mm de longitud 
 Paneles de malla cuasi-filtro 
   Eficiencia espacial líder en la industria 
   Paneles laterales sin herramientas 
   Gestión de cables de 32 mm de ancho 
   Soporte USB Tipo-C ®  en el panel frontal",{},PRIME,"['Motherboards-Components', 'Cases', 'PRIME']",https://www.asus.com/ar/motherboards-components/cases/prime/asus-prime-ap201-microatx-case/,https://dlcdnwebimgs.asus.com/gain/cbb5f850-21cb-40a2-8974-662dd232f6ab/w185,20815,20815
TUF Gaming GT301,ASUS,gabinetes,,,,4.5,100,"Soporte para GPU de hasta 320 mm de longitud 
Gabinete compacto ASUS TUF Gaming GT301 de torre media ATX con panel lateral de vidrio templado, panel frontal con diseño de panal, ventilador AURA Addressable RGB de 120 mm, colgador para auriculares y compatibilidad con radiadores de 360 mm.",{},TUF-Gaming,"['Motherboards-Components', 'Cases', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/cases/tuf-gaming/tuf-gaming-gt301/,https://dlcdnwebimgs.asus.com/gain/cefd241b-b64b-4c4a-acba-af8e31cf232e/w185,14566,14566
TUF Gaming GT501 White Edition,ASUS,gabinetes,,,,4.5,100,"Soporte para GPU de hasta 420 mm de longitud 
El chasis ASUS TUF Gaming GT501 White Edition admite placas base de hasta EATX con panel frontal metálico, panel lateral de vidrio templado, ventilador RGB de 120 mm, ventilador PWM de 140 mm, espacio reservado para radiador y USB 3.1 Gen 1",{},TUF-Gaming,"['Motherboards-Components', 'Cases', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/cases/tuf-gaming/tuf-gaming-gt501-white-edition/,https://www.asus.com/media/global/gallery/fsm3haxphym5wp50_setting_xxx_0_90_end_184.png,14801,14801
TUF Gaming GT501,ASUS,gabinetes,,,,4.5,100,"Soporta GPU de hasta 420mm de longitud  La carcasa ASUS TUF Gaming GT501 soporta hasta EATX con panel frontal metálico, panel lateral de cristal templado, ventilador RGB de 120 mm, ventilador PWM de 140 mm, espacio reservado para radiador y USB 3.1 Gen 1",{},TUF-Gaming,"['Motherboards-Components', 'Cases', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/cases/tuf-gaming/tuf-gaming-gt501/,https://www.asus.com/media/global/gallery/mlKfO7SfE3OwS1O5_setting_xxx_0_90_end_184.png,10304,10304
ROG Strix XG27UCS,ASUS,monitores pc escritorio,,,,0.0,0,"Monitor Gaming ROG Strix XG27UCS - 27 pulgadas 4K UHD (3840x2160), 160Hz (por encima de 144Hz), 1ms (GTG), Fast IPS, Extreme Low Motion Blur Sync, USB Tipo-C, compatible con G-Sync(en proceso), DisplayWidget Center, conector para trípode, HDR.",{},ROG Strix XG27UCS,"['Monitors', '27 to 31.5 Inches']",https://rog.asus.com/ar/monitors/27-to-31-5-inches/rog-strix-xg27ucs/,https://dlcdnwebimgs.asus.com/gain/6CE39D21-7A2F-4A2E-AFDF-095E3786B189/w185,90LM09S0-B011B0,R_90LM09S0-B011B0
ROG Strix OLED XG27AQDMG,ASUS,monitores pc escritorio,,,,0.0,0,"Monitor gaming ROG Strix OLED XG27AQDMG - panel WOLED brillante de 27 pulgadas (26,5 pulgadas visibles) 1440p, 240 Hz, 0,03 ms, disipador personalizado, OLED Anti-flicker, ASUS OLED Care, brillo uniforme, compatible con G-SYNC®, 99% DCI-P3 y DisplayWidget Center",{},ROG Strix OLED XG27AQDMG,"['Monitors', '27 to 31.5 Inches']",https://rog.asus.com/ar/monitors/27-to-31-5-inches/rog-strix-oled-xg27aqdmg/,https://dlcdnwebimgs.asus.com/gain/307D2CE1-016B-4A61-B78C-F8F174505AC5/w185,90LM0AH0-B01AB0,R_90LM0AH0-B01AB0
ROG Swift OLED PG32UCDP,ASUS,monitores pc escritorio,,,,0.0,0,"Monitor gaming ROG Swift OLED PG32UCDP ― Panel WOLED de 32 pulgadas (31,5 pulgadas visibles), modo dual (4K 240Hz o FHD 480Hz), 0,03 ms (GTG), compatibilidad con G-SYNC®, disipador térmico personalizado, ASUS OLED Care, Asistente de IA, VESA DisplayHDR™ 400 True Black, brillo uniforme, 99% DCI-P3, color de 10 bits reales, Tipo-C® (PD de 90 W) y DisplayWidget Center",{},ROG Swift OLED PG32UCDP,"['Monitors', '27 to 31.5 Inches']",https://rog.asus.com/ar/monitors/27-to-31-5-inches/rog-swift-oled-pg32ucdp/,https://dlcdnwebimgs.asus.com/gain/3C1092AE-9230-4B83-92DA-25EDA27A6CA9/w185,90LM0A50-B013B0,R_90LM0A50-B013B0
VY229HF,ASUS,monitores pc escritorio,,,,4.5,100,"Monitor Gaming Eye Care ASUS VY229HF – 22 pulgadas (21,45 pulgadas visibles) FHD (1920 x 1080), IPS, 100Hz, IPS, SmoothMotion, 1ms (MPRT), Adaptive Sync, tecnología Eye Care Plus, Filtro de Luz Azul, Flicker Free, tratamiento antibacteriano",{},"18"" - 22.9""","['Displays-Desktops', 'Monitors', 'Eye-Care']",https://www.asus.com/ar/displays-desktops/monitors/eye-care/vy229hf/,https://dlcdnwebimgs.asus.com/gain/9218280b-0579-409e-9d5e-101fb1bde717/w185,25275,25275
TUF Gaming VG27AQL3A,ASUS,monitores pc escritorio,,,,4.5,100,"Monitor TUF Gaming VG27AQL3A - 27 pulgadas, QHD(2560x1440), 180 Hz, Fast IPS, ELMB Sync, 1 ms (GTG), Freesync Premium™, compatible con G-Sync, VESA AdaptiveSync Display 180 Hz, Variable Overdrive, 130 % sRGB, DisplayHDR™ 400",{},"27"" - 30.9""","['Displays-Desktops', 'Monitors', 'TUF-Gaming']",https://www.asus.com/ar/displays-desktops/monitors/tuf-gaming/tuf-gaming-vg27aql3a/,https://dlcdnwebimgs.asus.com/gain/93aa5bfa-cb46-40b1-9782-25e3f567098f/w185,23766,23766
TUF Gaming VG34VQL3A,ASUS,monitores pc escritorio,,,,4.5,100,"Monitor curvo gaming VG34VQL3A - 34 pulgadas WQHD (3440 x 1440), 180Hz (OC), 1500R, diseño curvo, Extreme Low Motion Blur™, Freesync™ Premium Pro, 1ms (GTG),125% sRGB, DisplayHDR™ 400 , DisplayWidget Center.",{},"31"" - 34.9""","['Displays-Desktops', 'Monitors', 'TUF-Gaming']",https://www.asus.com/ar/displays-desktops/monitors/tuf-gaming/tuf-gaming-vg34vql3a/,https://dlcdnwebimgs.asus.com/gain/68d6b8c8-f32f-4ad8-a93a-9f00e213f190/w185,23715,23715
TUF Gaming VG279Q3A,ASUS,monitores pc escritorio,,,,4.5,100,"Monitor para juegos TUF Gaming VG279Q3A: 27 pulgadas, Full HD (1920x1080), 180 Hz, IPS rápido, ELMB Sync, 1 ms (GTG), FreeSync Premium™, compatible con G-Sync (en proceso), Variable Overdrive, 99% de sRGB",{},"27"" - 30.9""","['Displays-Desktops', 'Monitors', 'TUF-Gaming']",https://www.asus.com/ar/displays-desktops/monitors/tuf-gaming/tuf-gaming-vg279q3a/,https://dlcdnwebimgs.asus.com/gain/2d43aed2-f434-44eb-80e9-6e6e16f7c17c/w185,23610,23610
VA27EHF,ASUS,monitores pc escritorio,,,,4.5,100,"Monitor para juegos Eye Care ASUS VA27EHF: 27 pulgadas, IPS, Full HD, sin marco, 100Hz, Adaptive-Sync, 1ms MPRT, HDMI, Low Blue Light, Flicker Free, montaje en pared",{},"27"" - 30.9""","['Displays-Desktops', 'Monitors', 'Eye-Care']",https://www.asus.com/ar/displays-desktops/monitors/eye-care/va27ehf/,https://dlcdnwebimgs.asus.com/gain/8bb9bc3e-e457-4d09-86e1-644bf6eb2860/w185,23643,23643
VA24EHF,ASUS,monitores pc escritorio,,,,4.5,100,"Monitor para juegos ASUS VA24EHF Eye Care: 24 pulgadas (23,8 pulgadas visibles), IPS, Full HD, sin marco, 100 Hz, Adaptive-Sync, 1 ms MPRT, HDMI, Low Blue Light, Flicker Free, montaje en pared",{},"23"" - 26.9""","['Displays-Desktops', 'Monitors', 'Eye-Care']",https://www.asus.com/ar/displays-desktops/monitors/eye-care/va24ehf/,https://dlcdnwebimgs.asus.com/gain/553c881e-3d97-4fcf-8480-3a18e5a16f5b/w185,23605,23605
VA24EHEY,ASUS,monitores pc escritorio,,,,4.5,100,"Monitor Eye Care ASUS VA24EHEY: 23,8 pulgadas, Full HD, IPS, sin marco, 75 Hz, Adaptive-Sync, Low Blue Light, Flicker Free, Montaje VESA",{},"23"" - 26.9""","['Displays-Desktops', 'Monitors', 'Eye-Care']",https://www.asus.com/ar/displays-desktops/monitors/eye-care/va24ehey/,https://www.asus.com/media/global/gallery/ghwxl27v8jpevg4q_setting_xxx_0_90_end_184.png,12316,12316
VA24EHE,ASUS,monitores pc escritorio,,,,4.5,100,"Monitor Eye Care ASUS VA24EHE: 23,8 pulgadas, Full HD, IPS, sin marco, 75 Hz, Adaptive-Sync / FreeSync™, Low Blue Light, Flicker Free, montable en la pared",{},"23"" - 26.9""","['Displays-Desktops', 'Monitors', 'Eye-Care']",https://www.asus.com/ar/displays-desktops/monitors/eye-care/va24ehe/,https://www.asus.com/media/global/gallery/sqcq5xjggvqpbbky_setting_xxx_0_90_end_184.png,12223,12223
ProArt Display PA278QV,ASUS,monitores pc escritorio,,,,4.5,100,"Monitor profesional ASUS ProArt Display PA278QV - 27 pulgadas, IPS, WQHD (2560 x 1440), 100% sRGB, 100% Rec. 709, Precisión de color ΔE < 2, Calman Verified, ProArt Preset, Paleta ProArt, Soporte ergonómico",{},"27"" - 30.9""","['Displays-Desktops', 'Monitors', 'ProArt']",https://www.asus.com/ar/displays-desktops/monitors/proart/proart-display-pa278qv/,https://www.asus.com/media/global/gallery/ipdwstoa00r8cwqz_setting_xxx_0_90_end_184.png,14520,14520
TUF GAMING VG249Q,ASUS,monitores pc escritorio,,,,4.5,100,"Monitor para juegos TUF Gaming VG249Q: 23.8 pulgadas Full HD (1920 x 1080), 144 Hz, IPS, Extreme Low Motion Blur™, Adaptive-sync, FreeSync™, 1 ms (MPRT)",{},"23"" - 26.9""","['Displays-Desktops', 'Monitors', 'TUF-Gaming']",https://www.asus.com/ar/displays-desktops/monitors/tuf-gaming/tuf-gaming-vg249q/,https://www.asus.com/media/global/gallery/kinvgp9v9xzibpqd_setting_xxx_0_90_end_184.png,12388,12388
ProArt Display PA329C,ASUS,monitores pc escritorio,,,,4.5,100,"Monitor Profesional ASUS ProArt PA329C 4K HDR: 32 pulgadas, 4K, HDR-10, VESA DisplayHDR 600, 98 % DCI-P3, 100 % Adobe RGB, 100 % sRGB, 84 % Rec. 2020, Hardware de Calibración",{},"31"" - 34.9""","['Displays-Desktops', 'Monitors', 'All-series']",https://www.asus.com/ar/displays-desktops/monitors/all-series/proart-display-pa329c/,https://www.asus.com/media/global/gallery/nhcq1acg6vpht42w_setting_xxx_0_90_end_184.png,10723,10723
VC239H,ASUS,monitores pc escritorio,,,,4.5,100,"ASUS VC239H Eye Care Monitor - 23 inch, Full HD, IPS, Flicker Free, Blue Light Filter, Anti Glare",{},"23"" - 26.9""","['Displays-Desktops', 'Monitors', 'Eye-Care']",https://www.asus.com/ar/displays-desktops/monitors/eye-care/vc239h/,https://dlcdnwebimgs.asus.com/gain/a8474d45-4dd5-41af-a6bc-b7ea6e155cbb/w185,7633,7633
ROG Scabbard II,ASUS,mouse,,,,0.0,0,"Mouse pad gaming ROG Scabbard II (tamaños mediano y ampliado) con nanorecubrimiento protector para una superficie repelente al agua, aceite y polvo, con bordes planos cosidos antideshilachamiento y base de goma antideslizante.",{},ROG Scabbard II,"['Mice & Mouse Pads', 'Mouse Pads']",https://rog.asus.com/ar/mice-mouse-pads/mouse-pads/rog-scabbard-ii-model/,https://dlcdnwebimgs.asus.com/gain/1435483A-9961-46F2-A495-EDB4A2E4A078/w185,90MP0210-BPUA00,R_90MP0210-BPUA00
ROG Strix Impact III,ASUS,mouse,,,,0.0,0,"ROG Strix Impact III es un mouse gaming RGB con cable, ligero, de factor de forma ambidiestro, de 59 gramos, apto para juegos FPS, con sensor óptico de 12.000 dpi, latencia de clic casi nula, zócalos de interruptor de ratón intercambiables, microinterruptores de ratón ROG, ROG Paracord, pies de ratón 100% PTFE y un diseño duradero.",{},ROG Strix Impact III,"['Mice & Mouse Pads', 'Mice', 'Ambidextrous']",https://rog.asus.com/ar/mice-mouse-pads/mice/ambidextrous/rog-strix-impact-iii-model/,https://dlcdnwebimgs.asus.com/gain/CC324895-9E79-43D2-93A3-F831273E21F9/w185,90MP0300-BMAA00,R_90MP0300-BMAA00
ROG Keris Wireless AimPoint,ASUS,mouse,,,,0.0,0,"El ligero mouse gaming RGB ROG Keris Wireless AimPoint de 75 gramos cuenta con un sensor óptico ROG AimPoint de 36.000 dpi, conectividad tri-mode, tecnología inalámbrica ROG SpeedNova, interruptores de ratón intercambiables, ROG Micro Switches, botones PBT, ROG Paracord, pies de ratón 100% PTFE, cinco botones programables, cinta de agarre de mouse ROG.",{},ROG Keris Wireless AimPoint,"['Mice & Mouse Pads', 'Mice', 'Wireless']",https://rog.asus.com/ar/mice-mouse-pads/mice/wireless/rog-keris-wireless-aimpoint-model/,https://dlcdnwebimgs.asus.com/gain/94A80239-F7E2-443F-BE90-3F2AF6DDEFFE/w185,90MP02V0-BMAA00,R_90MP02V0-BMAA00
ROG Gladius III Wireless AimPoint,ASUS,mouse,,,,0.0,0,"El ROG Gladius III Wireless AimPoint es un ligero mouse gaming inalámbrico RGB de 79 gramos que incorpora un sensor óptico ROG AimPoint de 36.000 dpi, conectividad tri-mode, tecnología inalámbrica ROG SpeedNova, interruptores de ratón intercambiables, ROG Micro Switches, mecanismo de botón pivotante para una latencia de click de 0 ms, diseño ergonómico, ROG Paracord, pies de ratón 100% PTFE, seis botones programables y cinta de agarre para el ratón.",{},ROG Gladius III Wireless AimPoint,"['Mice & Mouse Pads', 'Mice', 'Wireless']",https://rog.asus.com/ar/mice-mouse-pads/mice/wireless/rog-gladius-iii-wireless-aimpoint-model/,https://dlcdnwebimgs.asus.com/gain/293663B4-274A-413F-AE7F-3F343BCC4C51/w185,90MP02Y0-BMAA00,R_90MP02Y0-BMAA00
ROG Harpe Ace Mini,ASUS,mouse,,,,0.0,0,"El ROG Harpe Ace Mini es un mouse gaming semisimétrico ultraligero de 49 gramos con una forma aprobada por los jugadores profesionales de FPS. Equipado con sensor óptico ROG AimPoint Pro de 42.000 dpi y ROG Optical Micro Switches, el ROG Harpe Ace Mini muestra un rendimiento inalámbrico líder en la industria con tecnología inalámbrica SpeedNova y soporta hasta 8.000 Hz de tasa de sondeo inalámbrico (compatible con el ROG Polling Rate Booster).",{},ROG Harpe Ace Mini,"['Mice & Mouse Pads', 'Mice', 'Ambidextrous']",https://rog.asus.com/ar/mice-mouse-pads/mice/ambidextrous/rog-harpe-ace-mini/,https://dlcdnwebimgs.asus.com/gain/3E3EEEBF-D1CB-4F38-84DD-0C760D49EA76/w185,90MP03Z0-BMAA00,R_90MP03Z0-BMAA00
ROG Chakram X Origin,ASUS,mouse,,,,0.0,0,"Mouse gaming RGB inalámbrico ROG Chakram X con sensor óptico ROG AimPoint de última generación de 36.000 ppp, frecuencia de sondeo de 8.000 Hz, conectividad tri-mode de baja latencia (RF 2,4 GHz / Bluetooth / cable), 11 botones programables, un joystick analógico y zócalos para microinterruptores intercambiables en caliente (mecánicos / ópticos).",{},ROG Chakram X Origin,"['Mice & Mouse Pads', 'Mice', 'Wireless']",https://rog.asus.com/ar/mice-mouse-pads/mice/wireless/rog-chakram-x-origin-model/,https://dlcdnwebimgs.asus.com/gain/1D8DDBF3-F053-40BB-96F4-CD8712A80EEB/w185,90MP02N1-BMAA00,R_90MP02N1-BMAA00
