nombre,tienda,categoria_principal,precio,moneda,simbolo,estrellas,reviews,descripcion,especificaciones,categoria,categoria_path,url,imagen,sku,id
ROG Strix GeForce RTX™ 4060 OC Edition 8GB GDDR6,ASUS,tarjetas graficas,,,,0.0,0,ROG Strix GeForce RTX™ 4060 OC Edition 8GB GDDR6 with DLSS 3 and chart-topping thermal performance,{},ROG-STRIX-RTX4060-O8G-GAMING,"['Graphics Cards', 'Graphics Cards', 'ROG Strix']",https://rog.asus.com/ar/graphics-cards/graphics-cards/rog-strix/rog-strix-rtx4060-o8g-gaming/,https://dlcdnwebimgs.asus.com/gain/AA9E39DF-9F8A-4877-9728-A95D30872E6E/w185,90YV0JB0-M0AA00,R_90YV0JB0-M0AA00
ASUS Dual Radeon™ RX 7600 EVO OC Edition 8GB GDDR6,ASUS,tarjetas graficas,,,,4.5,100,ASUS Dual Radeon™ RX 7600 EVO Edición OC de 8GB GDDR6 está optimizada por dentro y por fuera para brindar temperaturas más bajas y mayor durabilidad.,{},AMD,"['Motherboards-Components', 'Graphics-Cards', 'Dual']",https://www.asus.com/ar/motherboards-components/graphics-cards/dual/dual-rx7600-o8g-evo/,https://dlcdnwebimgs.asus.com/gain/e36c178d-d777-48c1-8188-626f8892f08f/w185,29689,29689
ASUS Dual GeForce RTX™ 4070 EVO OC Edition 12GB GDDR6,ASUS,tarjetas graficas,,,,4.5,100,"La ASUS Dual GeForce RTX™ 4070 EVO OC Edition 12GB GDDR6 preparada para SFF con dos potentes ventiladores Axial-tech y un diseño de 2,5 ranuras para una amplia compatibilidad.",{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'Dual']",https://www.asus.com/ar/motherboards-components/graphics-cards/dual/dual-rtx4070-o12gd6-evo/,https://dlcdnwebimgs.asus.com/gain/60acfe17-559b-4cfc-9019-e521f96420ec/w185,28639,28639
ASUS Dual GeForce RTX™ 4070 SUPER EVO White OC Edition 12GB GDDR6X,ASUS,tarjetas graficas,,,,4.5,100,"La ASUS Dual GeForce RTX™ 4070 SUPER EVO White OC Edition 12GB GDDR6X preparada para SFF con dos potentes ventiladores Axial-tech y un diseño de 2,5 ranuras para una amplia compatibilidad.",{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'Dual']",https://www.asus.com/ar/motherboards-components/graphics-cards/dual/dual-rtx4070s-o12g-evo-white/,https://dlcdnwebimgs.asus.com/gain/384fbe94-fed2-44b9-88bd-617eb1ae3659/w185,26466,26466
ASUS Dual GeForce RTX™ 4070 EVO White OC Edition 12GB GDDR6X,ASUS,tarjetas graficas,,,,4.5,100,"La ASUS Dual GeForce RTX™ 4070 EVO White OC Edition 12GB GDDR6X preparada para SFF con dos potentes ventiladores Axial-tech y un diseño de 2,5 ranuras para una amplia compatibilidad.",{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'Dual']",https://www.asus.com/ar/motherboards-components/graphics-cards/dual/dual-rtx4070-o12g-evo-white/,https://dlcdnwebimgs.asus.com/gain/3be5af8a-3c81-4e11-aaf1-a561d30d80a5/w185,26481,26481
PRIME GeForce RTX™ 4070 SUPER 12GB GDDR6X OC Edition,ASUS,tarjetas graficas,,,,4.5,100,La ASUS Prime GeForce RTX™ 4070 SUPER OC Edition 12GB GDDR6X preparada para SFF cuenta con tres ventiladores en una estética elegante con diseño de ventilador Axial-tech para una amplia compatibilidad con montajes de PC.,{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'PRIME']",https://www.asus.com/ar/motherboards-components/graphics-cards/prime/prime-rtx4070s-o12g/,https://dlcdnwebimgs.asus.com/gain/c55f394f-0132-443c-b84b-0150fdb40698/w185,26470,26470
ASUS Dual GeForce RTX™ 4060 Ti EVO OC Edition 16GB GDDR6,ASUS,tarjetas graficas,,,,4.5,100,"ASUS Dual GeForce RTX™ 4060 Ti EVO OC Edition 16GB GDDR6 con dos potentes ventiladores Axial-tech y un diseño de 2,5 ranuras para una amplia compatibilidad.",{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'Dual']",https://www.asus.com/ar/motherboards-components/graphics-cards/dual/dual-rtx4060ti-o16g-evo/,https://dlcdnwebimgs.asus.com/gain/b2564576-a574-41ca-bf17-971ee08e6097/w185,25403,25403
ASUS Dual GeForce RTX™ 3050 OC Edition 6GB GDDR6,ASUS,tarjetas graficas,,,,4.5,100,"ASUS Dual GeForce RTX™ 3050 OC Edition de 6GB GDDR6 con dos potentes ventiladores, rendimiento AAA en juegos y ray tracing",{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'Dual']",https://www.asus.com/ar/motherboards-components/graphics-cards/dual/dual-rtx3050-o6g/,https://dlcdnwebimgs.asus.com/gain/d99f9dfc-4eaf-45a8-a30e-d7adfe27a204/w185,25204,25204
ProArt GeForce RTX™ 4070 SUPER 12GB GDDR6X OC Edition,ASUS,tarjetas graficas,,,,4.5,100,La ProArt GeForce RTX™ 4070 SUPER OC Edition 12GB GDDR6X preparada para SFF ofrece un estilo elegante y minimalista para potenciar los montajes de PC de los creadores con un rendimiento a gran escala de la serie GeForce RTX™ 40 SUPER.,{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'ProArt']",https://www.asus.com/ar/motherboards-components/graphics-cards/proart/proart-rtx4070s-o12g/,https://dlcdnwebimgs.asus.com/gain/0ce96a4f-1942-4cb1-9d58-ab7ed73ea037/w185,25226,25226
ASUS Dual GeForce RTX™ 4070 SUPER White Edition 12GB GDDR6X,ASUS,tarjetas graficas,,,,4.5,100,"ASUS Dual GeForce RTX™ 4070 SUPER White Edition 12GB GDDR6X con dos potentes ventiladores Axial-tech y un diseño de 2,56 ranuras para una amplia compatibilidad.",{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'Dual']",https://www.asus.com/ar/motherboards-components/graphics-cards/dual/dual-rtx4070s-12g-white/,https://dlcdnwebimgs.asus.com/gain/2e4222f8-42de-447b-b76e-c884c6764042/w185,25114,25114
ASUS Dual GeForce RTX™ 4070 SUPER White OC Edition 12GB GDDR6X,ASUS,tarjetas graficas,,,,4.5,100,"ASUS Dual GeForce RTX™ 4070 SUPER White OC Edition 12GB GDDR6X con dos potentes ventiladores Axial-tech y un diseño de 2,56 ranuras para una amplia compatibilidad.",{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'Dual']",https://www.asus.com/ar/motherboards-components/graphics-cards/dual/dual-rtx4070s-o12g-white/,https://dlcdnwebimgs.asus.com/gain/cad247af-0272-4e6a-bd9d-ab5f5aa24675/w185,25113,25113
ASUS Dual GeForce RTX™ 4070 SUPER EVO OC Edition 12GB GDDR6X,ASUS,tarjetas graficas,,,,4.5,100,"La ASUS Dual GeForce RTX™ 4070 SUPER EVO OC Edition 12GB GDDR6X preparada para SFF con dos potentes ventiladores Axial-tech y un diseño de 2,5 ranuras para una amplia compatibilidad.",{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'Dual']",https://www.asus.com/ar/motherboards-components/graphics-cards/dual/dual-rtx4070s-o12g-evo/,https://dlcdnwebimgs.asus.com/gain/aefb6207-aeb3-4d93-a422-4801c98db037/w185,25162,25162
ASUS TUF Gaming GeForce RTX™ 4070 Ti SUPER BTF White OC Edition 16GB GDDR6X,ASUS,tarjetas graficas,,,,4.5,100,"ASUS TUF Gaming GeForce RTX™ 4070 Ti SUPER BTF White OC Edition 16GB GDDR6X con DLSS3, innovadora tarjeta gráfica de alta potencia (GC-HPWR) Gold Finger y durabilidad mejorada.",{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/graphics-cards/tuf-gaming/tuf-rtx4070tis-o16g-btf-white/,https://dlcdnwebimgs.asus.com/gain/cea3d1a5-6d88-4169-984f-33405c76bc2f/w185,25211,25211
ASUS TUF Gaming GeForce RTX™ 4070 Ti SUPER 16GB GDDR6X White OC Edition,ASUS,tarjetas graficas,,,,4.5,100,"ASUS TUF Gaming GeForce RTX™ 4070 Ti SUPER 16GB GDDR6X White OC Edition con DLSS 3, temperaturas más bajas y durabilidad mejorada.",{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/graphics-cards/tuf-gaming/tuf-rtx4070tis-o16g-white-gaming/,https://dlcdnwebimgs.asus.com/gain/37925bcf-5a3f-4386-a36a-5b0cd4a1f7f3/w185,25164,25164
ProArt GeForce RTX™ 4070 Ti SUPER 16GB GDDR6X OC Edition,ASUS,tarjetas graficas,,,,4.5,100,"La ProArt GeForce RTX™ 4070 Ti SUPER OC Edition 16GB GDDR6X, preparada para SFF, aporta un estilo elegante y minimalista para potenciar los montajes de PC de los creadores con un rendimiento a gran escala de la serie GeForce RTX™ 40 SUPER.",{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'ProArt']",https://www.asus.com/ar/motherboards-components/graphics-cards/proart/proart-rtx4070tis-o16g/,https://dlcdnwebimgs.asus.com/gain/4f1e89fa-b303-41b8-be11-4d3142c0ea9c/w185,25180,25180
ASUS TUF Gaming GeForce RTX™ 4070 Ti SUPER 16GB GDDR6X OC Edition,ASUS,tarjetas graficas,,,,4.5,100,"ASUS TUF Gaming GeForce RTX™ 4070 Ti SUPER 16GB GDDR6X OC Edition con DLSS 3, temperaturas más bajas y durabilidad mejorada.",{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/graphics-cards/tuf-gaming/tuf-rtx4070tis-o16g-gaming/,https://dlcdnwebimgs.asus.com/gain/8f4c69d5-abd2-4839-90cf-a86952eaa259/w185,25107,25107
ProArt GeForce RTX™ 4080 SUPER 16GB GDDR6X OC Edition,ASUS,tarjetas graficas,,,,4.5,100,La ProArt GeForce RTX™ 4080 SUPER OC Edition 16GB GDDR6X preparada para SFF aporta un estilo elegante y minimalista para potenciar los montajes de PC de los creadores con un rendimiento a gran escala de la serie GeForce RTX™ 40 SUPER.,{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'ProArt']",https://www.asus.com/ar/motherboards-components/graphics-cards/proart/proart-rtx4080s-o16g/,https://dlcdnwebimgs.asus.com/gain/86c60e60-448a-4a4c-acbc-357d57e10cf5/w185,25182,25182
ASUS TUF Gaming GeForce RTX™ 4080 SUPER 16GB GDDR6X OC Edition,ASUS,tarjetas graficas,,,,4.5,100,"ASUS TUF Gaming GeForce RTX™ 4080 SUPER 16GB GDDR6X OC Edition con DLSS 3, temperaturas más bajas y durabilidad mejorada.",{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/graphics-cards/tuf-gaming/tuf-rtx4080s-o16g-gaming/,https://dlcdnwebimgs.asus.com/gain/6aa2c272-5d45-4b86-aba7-d93b744afdf4/w185,25132,25132
ASUS TUF Gaming GeForce RTX™ 4070 Ti SUPER 16GB GDDR6X,ASUS,tarjetas graficas,,,,4.5,100,"ASUS TUF Gaming GeForce RTX™ 4070 Ti SUPER 16GB GDDR6X con DLSS 3, temperaturas más bajas y durabilidad mejorada.",{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/graphics-cards/tuf-gaming/tuf-rtx4070tis-16g-gaming/,https://dlcdnwebimgs.asus.com/gain/aed41e52-b08b-4d22-87e1-72df42b36804/w185,25108,25108
ASUS TUF Gaming GeForce RTX™ 4070 SUPER 12GB GDDR6X OC Edition,ASUS,tarjetas graficas,,,,4.5,100,"ASUS TUF Gaming GeForce RTX™ 4070 SUPER 12GB GDDR6X OC Edition con DLSS 3, temperaturas más bajas y durabilidad mejorada.",{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/graphics-cards/tuf-gaming/tuf-rtx4070s-o12g-gaming/,https://dlcdnwebimgs.asus.com/gain/61d4f727-4456-41bf-b4a8-51bcf0c9eea5/w185,25109,25109
ASUS TUF Gaming Radeon™ RX 7600 XT OC Edition 16GB GDDR6,ASUS,tarjetas graficas,,,,4.5,100,ASUS TUF Gaming Radeon™ RX 7600 XT OC Edition 16GB GDDR6 optimizada por dentro y por fuera para temperaturas más bajas y durabilidad extendida.,{},AMD,"['Motherboards-Components', 'Graphics-Cards', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/graphics-cards/tuf-gaming/tuf-rx7600xt-o16g-gaming/,https://dlcdnwebimgs.asus.com/gain/17ff1a53-7a3d-4b1b-b216-85d152f967ec/w185,25154,25154
ASUS Dual Radeon™ RX 7600 XT OC Edition 16GB GDDR6,ASUS,tarjetas graficas,,,,4.5,100,ASUS Dual Radeon™ RX 7600 XT OC Edition 16GB GDDR6 está preparado para distribuir marcos y mantener los signos vitales bajo control.,{},AMD,"['Motherboards-Components', 'Graphics-Cards', 'Dual']",https://www.asus.com/ar/motherboards-components/graphics-cards/dual/dual-rx7600xt-o16g/,https://dlcdnwebimgs.asus.com/gain/6300af2d-862b-4b0a-ae8d-8a9e9ab196e6/w185,25125,25125
ASUS Dual GeForce RTX™ 4060 EVO OC Edition 8GB GDDR6,ASUS,tarjetas graficas,,,,4.5,100,ASUS Dual GeForce RTX™ 4060 EVO OC Edition 8GB GDDR6 con dos potentes ventiladores Axial-tech y una placa posterior protectora para una amplia compatibilidad,{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'Dual']",https://www.asus.com/ar/motherboards-components/graphics-cards/dual/dual-rtx4060-o8g-evo/,https://dlcdnwebimgs.asus.com/gain/9fe54894-dcf5-4abf-be34-36db3ce4ada5/w185,25165,25165
ASUS Dual GeForce RTX™ 4060 Ti EVO OC Edition 8GB GDDR6,ASUS,tarjetas graficas,,,,4.5,100,"ASUS Dual GeForce RTX™ 4060 Ti EVO OC Edition 8GB GDDR6 está diseñada para una amplia compatibilidad, con diseño de ventilador Axial-tech, tecnología 0dB, tecnología Auto-Extreme y más.",{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'Dual']",https://www.asus.com/ar/motherboards-components/graphics-cards/dual/dual-rtx4060ti-o8g-evo/,https://dlcdnwebimgs.asus.com/gain/bd4c98bc-2292-4265-855c-2329407c893f/w185,25104,25104
ASUS Dual GeForce RTX™ 4070 EVO OC Edition 12GB GDDR6X,ASUS,tarjetas graficas,,,,4.5,100,"La ASUS Dual GeForce RTX™ 4070 EVO OC Edition 12GB GDDR6X preparada para SFF con dos potentes ventiladores Axial-tech y un diseño de 2,5 ranuras para una amplia compatibilidad.",{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'Dual']",https://www.asus.com/ar/motherboards-components/graphics-cards/dual/dual-rtx4070-o12g-evo/,https://dlcdnwebimgs.asus.com/gain/3c7a2fab-50fa-4d85-b6be-1ab2fa3881ad/w185,24073,24073
ASUS Dual Radeon™ RX 7700 XT OC Edition 12GB GDDR6,ASUS,tarjetas graficas,,,,4.5,100,ASUS Dual Radeon™ RX 7700 XT OC Edition 12GB GDDR6 está lista para entregar todos los cuadros por segundo que necesitas manteniendo los signos vitales bajo control,{},AMD,"['Motherboards-Components', 'Graphics-Cards', 'Dual']",https://www.asus.com/ar/motherboards-components/graphics-cards/dual/dual-rx7700xt-o12g/,https://dlcdnwebimgs.asus.com/gain/6b6e3a10-30da-4e60-87b4-bbdd9e79e957/w185,25085,25085
ASUS Dual Radeon™ RX 7800 XT OC Edition 16GB GDDR6,ASUS,tarjetas graficas,,,,4.5,100,ASUS Dual Radeon™ RX 7800 XT OC Edition 16GB GDDR6 está lista para entregar todos los cuadros por segundo que necesitas manteniendo los signos vitales bajo control,{},AMD,"['Motherboards-Components', 'Graphics-Cards', 'Dual']",https://www.asus.com/ar/motherboards-components/graphics-cards/dual/dual-rx7800xt-o16g/,https://dlcdnwebimgs.asus.com/gain/14c78fa4-b737-4bc1-9d74-cd74ef0889ad/w185,25084,25084
ASUS Dual GeForce RTX™ 4060 V2 OC Edition 8GB GDDR6,ASUS,tarjetas graficas,,,,4.5,100,ASUS Dual GeForce RTX™ 4060 V2 Edición OC de 8GB GDDR6 con dos potentes ventiladores Axial-tech y un diseño de 2 ranuras para una amplia compatibilidad,{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'Dual']",https://www.asus.com/ar/motherboards-components/graphics-cards/dual/dual-rtx4060-o8g-v2/,https://dlcdnwebimgs.asus.com/gain/580fdaea-903f-4f1d-8ccc-813d11bbe7c5/w185,23964,23964
ASUS TUF Gaming Radeon™ RX 7700 XT OC Edition 12GB GDDR6,ASUS,tarjetas graficas,,,,4.5,100,ASUS TUF Gaming Radeon™ RX 7700 XT OC Edition 12GB GDDR6 optimizada por dentro y por fuera para temperaturas más bajas y durabilidad.,{},AMD,"['Motherboards-Components', 'Graphics-Cards', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/graphics-cards/tuf-gaming/tuf-rx7700xt-o12g-gaming/,https://dlcdnwebimgs.asus.com/gain/7e7a9a14-d6b8-4b80-85ce-dc8deddb5860/w185,23817,23817
ASUS TUF Gaming Radeon™ RX 7800 XT OC Edition 16GB GDDR6,ASUS,tarjetas graficas,,,,4.5,100,ASUS TUF Gaming Radeon™ RX 7800 XT OC Edition 16GB GDDR6 optimizada por dentro y por fuera para temperaturas más bajas y durabilidad.,{},AMD,"['Motherboards-Components', 'Graphics-Cards', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/graphics-cards/tuf-gaming/tuf-rx7800xt-o16g-gaming/,https://dlcdnwebimgs.asus.com/gain/1528f5b3-156a-49b2-96b7-055ae9c1575d/w185,23816,23816
ProArt GeForce RTX™ 4060 OC edition 8GB GDDR6,ASUS,tarjetas graficas,,,,4.5,100,ProArt GeForce RTX™ 4060 OC edición 8GB GDDR6 brinda un estilo elegante y minimalista para potenciar las construcciones de PC de los creadores con el rendimiento GeForce RTX™ Serie 40 a gran escala.,{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'ProArt']",https://www.asus.com/ar/motherboards-components/graphics-cards/proart/proart-rtx4060-o8g/,https://dlcdnwebimgs.asus.com/gain/7fdedc7e-a7df-408a-bd36-0a36b1606aa3/w185,23779,23779
ProArt GeForce RTX™ 4060 Ti OC edition 16GB GDDR6,ASUS,tarjetas graficas,,,,4.5,100,ProArt GeForce RTX™ 4060 Ti OC edition 16GB GDDR6 ofrece un estilo elegante y minimalista para potenciar los montajes de PC de los creadores con el máximo rendimiento de la serie GeForce RTX™ 40.,{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'ProArt']",https://www.asus.com/ar/motherboards-components/graphics-cards/proart/proart-rtx4060ti-o16g/,https://dlcdnwebimgs.asus.com/gain/b6b76f1e-492c-4f02-9e28-e0c818dcd27b/w185,23751,23751
ASUS Dual GeForce RTX™ 4060 White OC Edition 8GB GDDR6,ASUS,tarjetas graficas,,,,4.5,100,ASUS Dual GeForce RTX™ 4060 White Edición OC de 8GB GDDR6 con dos potentes ventiladores Axial-tech y un diseño de 2.5 ranuras para una amplia compatibilidad,{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'Dual']",https://www.asus.com/ar/motherboards-components/graphics-cards/dual/dual-rtx4060-o8g-white/,https://dlcdnwebimgs.asus.com/gain/3d192535-e2f5-43a2-8724-9b5103e2615a/w185,23726,23726
ASUS Dual Radeon™ RX 7600 V2 OC Edition 8GB GDDR6,ASUS,tarjetas graficas,,,,4.5,100,ASUS Dual Radeon™ RX 7600 V2 OC Edition 8GB GDDR6 optimizada por dentro y por fuera para temperaturas más bajas y durabilidad,{},AMD,"['Motherboards-Components', 'Graphics-Cards', 'Dual']",https://www.asus.com/ar/motherboards-components/graphics-cards/dual/dual-rx7600-o8g-v2/,https://dlcdnwebimgs.asus.com/gain/6686f6ff-e545-4283-b7d1-893a41939826/w185,23661,23661
ASUS TUF Gaming GeForce RTX™ 4060 Ti 8GB GDDR6 OC Edition,ASUS,tarjetas graficas,,,,4.5,100,"ASUS TUF Gaming GeForce RTX™ 4060 Ti 8GB GDDR6 Edición OC con DLSS 3, temperaturas más bajas y mayor durabilidad.",{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/graphics-cards/tuf-gaming/tuf-rtx4060ti-o8g-gaming/,https://dlcdnwebimgs.asus.com/gain/53bcc836-1d90-4bd3-a975-a7258d81c755/w185,23618,23618
ASUS Dual GeForce RTX™ 4060 Ti White OC Edition 8GB GDDR6,ASUS,tarjetas graficas,,,,4.5,100,ASUS Dual GeForce RTX™ 4060 Ti White Edición OC de 8GB GDDR6 con dos potentes ventiladores Axial-tech y un diseño de ranuras  2.5 para una amplia compatibilidad.,{},NVIDIA,"['Motherboards-Components', 'Graphics-Cards', 'Dual']",https://www.asus.com/ar/motherboards-components/graphics-cards/dual/dual-rtx4060ti-o8g-white/,https://dlcdnwebimgs.asus.com/gain/444f754a-5c63-4a24-ac0a-5e7e2e92310c/w185,23654,23654
